count,country,state,city,zip_code,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,Churn,churn_value,churn_score,cltv,churn_reason
1,United States,California,Frazier Park,93225,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1,0,0,33,5787,Attitude of support person
1,United States,California,Glennville,93226,Male,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.85,6132.7,0,0,42,5228,Attitude of support person
1,United States,California,Hanford,93230,Male,No,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,0,0,37,4192,Attitude of support person
1,United States,California,Ivanhoe,93235,Male,No,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.35,697.65,0,0,24,3078,Attitude of support person
1,United States,California,Kettleman City,93239,Female,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.25,428.7,0,0,38,5369,Attitude of support person
1,United States,California,Lake Isabella,93240,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0,0,21,2798,Attitude of support person
1,United States,California,Lamont,93241,Male,No,Yes,No,65,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,69.55,4459.15,0,0,74,5420,Attitude of support person
1,United States,California,Laton,93242,Female,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,1167.6,0,0,45,5864,Attitude of support person
1,United States,California,Lebec,93243,Female,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.75,238.1,0,0,21,3319,Attitude of support person
1,United States,California,Lemoore,93245,Male,No,No,No,49,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1,0,0,42,5214,Attitude of support person
1,United States,California,Lost Hills,93249,Female,No,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,0,0,42,5640,Attitude of support person
1,United States,California,Mc Farland,93250,Female,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,0,0,42,4836,Attitude of support person
1,United States,California,Mc Kittrick,93251,Male,No,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1336.1,0,0,46,5794,Attitude of support person
1,United States,California,New Cuyama,93254,Male,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.85,493.4,0,0,51,3534,Attitude of support person
1,United States,California,Pixley,93256,Male,Yes,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,0,0,79,4295,Attitude of support person
1,United States,California,Porterville,93257,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.55,1203.95,0,0,41,5517,Attitude of support person
1,United States,California,Richgrove,93261,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,0,0,77,3449,Attitude of support person
1,United States,California,Sequoia National Park,93262,Male,No,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4,3775.85,0,0,55,5602,Attitude of support person
1,United States,California,Springville,93265,Female,No,Yes,No,61,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.8,4616.05,0,0,58,6301,Attitude of support person
1,United States,California,Stratford,93266,Male,No,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.4,195.65,0,0,20,5645,Attitude of support person
1,United States,California,Strathmore,93267,Female,Yes,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,0,0,20,3568,Attitude of support person
1,United States,California,Taft,93268,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,0,0,64,3029,Attitude of support person
1,United States,California,Terra Bella,93270,Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,0,0,56,4667,Attitude of support person
1,United States,California,Three Rivers,93271,Male,No,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.6,1266.4,0,0,75,4886,Attitude of support person
1,United States,California,Tulare,93274,Male,No,No,No,52,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.1,1623.4,0,0,51,6290,Attitude of support person
1,United States,California,Tupman,93276,Male,No,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4,4149.45,0,0,65,4191,Attitude of support person
1,United States,California,Visalia,93277,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,0,0,48,5384,Attitude of support person
1,United States,California,Wasco,93280,Male,No,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,0,0,43,4258,Attitude of support person
1,United States,California,Weldon,93283,Male,No,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.55,1013.05,0,0,56,3313,Attitude of support person
1,United States,California,Woodlake,93286,Female,Yes,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,417,0,0,21,4327,Attitude of support person
1,United States,California,Woody,93287,Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,20.65,0,0,59,4517,Attitude of support person
1,United States,California,Visalia,93291,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.15,6316.2,0,0,76,6322,Attitude of support person
1,United States,California,Bakersfield,93301,Male,Yes,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.95,4018.05,0,0,68,3384,Attitude of support person
1,United States,California,Bakersfield,93304,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6,0,0,49,4397,Attitude of support person
1,United States,California,Bakersfield,93305,Male,No,Yes,No,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,0,0,60,4186,Attitude of support person
1,United States,California,Bakersfield,93306,Male,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.15,2848.45,0,0,65,2332,Attitude of support person
1,United States,California,Bakersfield,93307,Male,No,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,2516.2,0,0,69,4388,Attitude of support person
1,United States,California,Bakersfield,93308,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,33.6,0,0,25,5629,Attitude of support person
1,United States,California,Bakersfield,93309,Male,No,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.45,0,0,37,3272,Attitude of support person
1,United States,California,Bakersfield,93312,Female,No,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.6,3739.8,0,0,75,4372,Attitude of support person
1,United States,California,Bakersfield,93313,Male,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964,0,0,31,3104,Attitude of support person
1,United States,California,San Luis Obispo,93401,Male,No,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,0,0,40,4910,Attitude of support person
1,United States,California,Los Osos,93402,Male,No,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,2211.8,0,0,70,4558,Attitude of support person
1,United States,California,Arroyo Grande,93420,Female,No,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,0,0,22,4741,Attitude of support person
1,United States,California,Atascadero,93422,Female,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.7,1519,0,0,54,5138,Attitude of support person
1,United States,California,Avila Beach,93424,Female,No,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.0,1164.05,0,0,33,5494,Attitude of support person
1,United States,California,Bradley,93426,Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1710.9,0,0,30,5512,Attitude of support person
1,United States,California,Buellton,93427,Male,No,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,0,0,43,5593,Attitude of support person
1,United States,California,Cambria,93428,Female,No,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,0,0,76,5224,Attitude of support person
1,United States,California,Casmalia,93429,Male,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,0,0,26,2383,Attitude of support person
1,United States,California,Cayucos,93430,Female,No,No,No,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,0,0,48,2510,Attitude of support person
1,United States,California,Creston,93432,Male,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,0,0,28,5581,Attitude of support person
1,United States,California,Grover Beach,93433,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,34.75,0,0,44,3866,Attitude of support person
1,United States,California,Guadalupe,93434,Male,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1305.95,0,0,36,4446,Attitude of support person
1,United States,California,Los Olivos,93441,Male,Yes,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,204.55,0,0,69,2302,Attitude of support person
1,United States,California,Morro Bay,93442,Female,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,0,0,64,5676,Attitude of support person
1,United States,California,Nipomo,93444,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,356.1,0,0,69,5109,Attitude of support person
1,United States,California,Paso Robles,93446,Male,No,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,0,0,39,4774,Attitude of support person
1,United States,California,San Ardo,93450,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,92.75,0,0,76,2303,Attitude of support person
1,United States,California,San Miguel,93451,Male,No,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1901.05,0,0,33,5985,Attitude of support person
1,United States,California,San Simeon,93452,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05,5730.7,0,0,40,4689,Attitude of support person
1,United States,California,Santa Margarita,93453,Female,No,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,0,0,67,5750,Attitude of support person
1,United States,California,Santa Maria,93454,Male,No,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.6,1653.45,0,0,40,3087,Attitude of support person
1,United States,California,Santa Maria,93455,Female,No,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.45,3327.05,0,0,45,4983,Attitude of support person
1,United States,California,Santa Maria,93458,Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.0,7085.5,0,0,48,5025,Attitude of support person
1,United States,California,Santa Ynez,93460,Male,Yes,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,0,0,79,2399,Attitude of support person
1,United States,California,Shandon,93461,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,0,0,56,5881,Attitude of support person
1,United States,California,Solvang,93463,Female,No,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.9,0,0,40,3286,Attitude of support person
1,United States,California,Templeton,93465,Female,No,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,0,0,67,5602,Attitude of support person
1,United States,California,California City,93505,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,0,0,21,5970,Attitude of support person
1,United States,California,Acton,93510,Female,No,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,0,0,74,5846,Attitude of support person
1,United States,California,Benton,93512,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,0,0,80,5933,Attitude of support person
1,United States,California,Big Pine,93513,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,0,0,61,6268,Attitude of support person
1,United States,California,Bishop,93514,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,0,0,56,3545,Attitude of support person
1,United States,California,Boron,93516,Male,No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,0,0,46,2282,Attitude of support person
1,United States,California,Bridgeport,93517,Female,No,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817,0,0,45,4039,Attitude of support person
1,United States,California,Caliente,93518,Female,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,0,0,79,4472,Attitude of support person
1,United States,California,Darwin,93522,Male,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,0,0,70,5715,Attitude of support person
1,United States,California,Edwards,93523,Male,No,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,0,0,30,3459,Attitude of support person
1,United States,California,Independence,93526,Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25, ,0,0,68,5504,Attitude of support person
1,United States,California,Inyokern,93527,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,0,0,29,5361,Attitude of support person
1,United States,California,June Lake,93529,Male,No,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,0,0,36,4601,Attitude of support person
1,United States,California,Keeler,93530,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,57.2,0,0,59,5634,Attitude of support person
1,United States,California,Lake Hughes,93532,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,0,0,49,5794,Attitude of support person
1,United States,California,Lancaster,93534,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,0,0,38,3678,Attitude of support person
1,United States,California,Lee Vining,93541,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,0,0,32,6264,Attitude of support person
1,United States,California,Littlerock,93543,Male,No,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,0,0,34,6312,Attitude of support person
1,United States,California,Llano,93544,Female,No,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,0,0,44,2534,Attitude of support person
1,United States,California,Lone Pine,93545,Male,No,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,0,0,75,2444,Attitude of support person
1,United States,California,Mammoth Lakes,93546,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,0,0,50,5068,Attitude of support person
1,United States,California,Olancha,93549,Male,No,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,0,0,78,3277,Attitude of support person
1,United States,California,Palmdale,93550,Male,No,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8,1175.6,0,0,70,3546,Attitude of support person
1,United States,California,Palmdale,93551,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,0,0,29,2642,Attitude of support person
1,United States,California,Rosamond,93560,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,0,0,22,4259,Attitude of support person
1,United States,California,Tehachapi,93561,Female,No,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,0,0,65,5651,Attitude of support person
1,United States,California,Valyermo,93563,Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,6152.3,0,0,51,4620,Attitude of support person
1,United States,California,Ahwahnee,93601,Male,No,Yes,No,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,0,0,68,5124,Attitude of support person
1,United States,California,Auberry,93602,Female,No,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,0,0,64,2492,Attitude of support person
1,United States,California,Badger,93603,Male,No,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,0,0,41,3519,Attitude of support person
1,United States,California,Big Creek,93605,Male,No,No,No,63,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,0,0,80,6406,Attitude of support person
1,United States,California,Cantua Creek,93608,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,0,0,64,6259,Attitude of support person
1,United States,California,Caruthers,93609,Female,No,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,0,0,73,3012,Attitude of support person
1,United States,California,Chowchilla,93610,Female,No,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,0,0,77,2506,Attitude of support person
1,United States,California,Clovis,93611,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,0,0,32,4262,Attitude of support person
1,United States,California,Clovis,93612,Female,No,Yes,No,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,0,0,37,5790,Attitude of support person
1,United States,California,Coarsegold,93614,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023,0,0,53,5355,Attitude of support person
1,United States,California,Cutler,93615,Female,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,0,0,65,3260,Attitude of support person
1,United States,California,Del Rey,93616,Female,No,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65,2339.3,0,0,40,4263,Attitude of support person
1,United States,California,Dinuba,93618,Female,No,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,0,0,72,2270,Attitude of support person
1,United States,California,Dos Palos,93620,Male,No,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,0,0,56,4369,Attitude of support person
1,United States,California,Dunlap,93621,Male,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,0,0,68,4850,Attitude of support person
1,United States,California,Firebaugh,93622,Female,No,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,0,0,35,3235,Attitude of support person
1,United States,California,Fish Camp,93623,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,20,0,0,33,2358,Attitude of support person
1,United States,California,Fowler,93625,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,0,0,30,4181,Attitude of support person
1,United States,California,Helm,93627,Male,No,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.8,903.8,0,0,30,3970,Attitude of support person
1,United States,California,Hume,93628,Female,No,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,3009.5,0,0,41,4699,Attitude of support person
1,United States,California,Kingsburg,93631,Female,No,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45,0,0,34,5120,Attitude of support person
1,United States,California,Lakeshore,93634,Male,No,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1,0,0,44,2110,Attitude of support person
1,United States,California,Los Banos,93635,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55,7616,0,0,58,4111,Attitude of support person
1,United States,California,North Fork,93643,Female,No,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.25,1108.2,0,0,53,3052,Attitude of support person
1,United States,California,Oakhurst,93644,Male,No,Yes,No,34,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.4,938.65,0,0,33,4697,Attitude of support person
1,United States,California,O Neals,93645,Male,Yes,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,94.15,0,0,31,2154,Attitude of support person
1,United States,California,Orange Cove,93646,Female,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,0,0,23,4874,Attitude of support person
1,United States,California,Parlier,93648,Female,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75,0,0,65,5892,Attitude of support person
1,United States,California,Prather,93651,Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.0,5986.45,0,0,48,4867,Attitude of support person
1,United States,California,Raisin City,93652,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,0,0,35,5632,Attitude of support person
1,United States,California,Raymond,93653,Male,No,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,0,0,63,3716,Attitude of support person
1,United States,California,Reedley,93654,Male,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.1,4889.3,0,0,29,5029,Attitude of support person
1,United States,California,Riverdale,93656,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.1,0,0,42,3099,Attitude of support person
1,United States,California,Sanger,93657,Female,No,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.8,1563.95,0,0,34,6201,Attitude of support person
1,United States,California,Shaver Lake,93664,Female,No,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,0,0,65,2080,Attitude of support person
1,United States,California,Sultana,93666,Male,No,Yes,Yes,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,0,0,49,5569,Attitude of support person
1,United States,California,Tranquillity,93668,Male,No,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,963.95,0,0,73,3772,Attitude of support person
1,United States,California,Wishon,93669,Female,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,0,0,43,6325,Attitude of support person
